Competicao;Mandante;Visitante;Resultado;Gestao;Gols_Pro;Gols_Contra;Status_Jogo
Copa Libertadores;São Paulo;Arsenal Sarandí;1:1;Juvenal Juvêncio (2006-2014);1;1;Empate
Campeonato Paulista;São Paulo;Palmeiras;0:0;Juvenal Juvêncio (2006-2014);0;0;Empate
Copa Libertadores;Arsenal Sarandí;São Paulo;2:1;Juvenal Juvêncio (2006-2014);1;2;Derrota
Campeonato Paulista;São Paulo;Oeste;3:2;Juvenal Juvêncio (2006-2014);3;2;Vitória
Campeonato Paulista;São Bernardo;São Paulo;1:2;Juvenal Juvêncio (2006-2014);2;1;Vitória
Campeonato Paulista;São Paulo;Bragantino;2:0;Juvenal Juvêncio (2006-2014);2;0;Vitória
Campeonato Paulista;Paulista;São Paulo;0:2;Juvenal Juvêncio (2006-2014);2;0;Vitória
Campeonato Paulista;São Paulo;Corinthians;1:2;Juvenal Juvêncio (2006-2014);1;2;Derrota
Copa Libertadores;The Strongest;São Paulo;2:1;Juvenal Juvêncio (2006-2014);1;2;Derrota
Campeonato Paulista;Botafogo-SP;São Paulo;1:3;Juvenal Juvêncio (2006-2014);3;1;Vitória
Campeonato Paulista;Barbarense;São Paulo;1:2;Juvenal Juvêncio (2006-2014);2;1;Vitória
Campeonato Paulista;São Paulo;XV Piracicaba;0:1;Juvenal Juvêncio (2006-2014);0;1;Derrota
Copa Libertadores;São Paulo;Atlético-MG;2:0;Juvenal Juvêncio (2006-2014);2;0;Vitória
Campeonato Paulista;Mogi Mirim;São Paulo;1:0;Juvenal Juvêncio (2006-2014);0;1;Derrota
Campeonato Paulista - Série A1 - Fase final;São Paulo;Penapolense;1:0;Juvenal Juvêncio (2006-2014);1;0;Vitória
Copa Libertadores;São Paulo;Atlético-MG;1:2;Juvenal Juvêncio (2006-2014);1;2;Derrota
Copa Libertadores;Atlético-MG;São Paulo;4:1;Juvenal Juvêncio (2006-2014);1;4;Derrota
Campeonato Brasileiro Série A;Ponte Preta;São Paulo;0:2;Juvenal Juvêncio (2006-2014);2;0;Vitória
Campeonato Brasileiro Série A;São Paulo;Vasco da Gama;5:1;Juvenal Juvêncio (2006-2014);5;1;Vitória
Campeonato Brasileiro Série A;Atlético-MG;São Paulo;0:0;Juvenal Juvêncio (2006-2014);0;0;Empate
Campeonato Brasileiro Série A;São Paulo;Goiás;0:1;Juvenal Juvêncio (2006-2014);0;1;Derrota
Campeonato Brasileiro Série A;Grêmio;São Paulo;1:1;Juvenal Juvêncio (2006-2014);1;1;Empate
Recopa Sul-Americana;São Paulo;Corinthians;1:2;Juvenal Juvêncio (2006-2014);1;2;Derrota
Campeonato Brasileiro Série A;São Paulo;Santos;0:2;Juvenal Juvêncio (2006-2014);0;2;Derrota
Campeonato Brasileiro Série A;São Paulo;Bahia;1:2;Juvenal Juvêncio (2006-2014);1;2;Derrota
Campeonato Brasileiro Série A;Vitória;São Paulo;3:2;Juvenal Juvêncio (2006-2014);2;3;Derrota
Recopa Sul-Americana;Corinthians;São Paulo;2:0;Juvenal Juvêncio (2006-2014);0;2;Derrota
Campeonato Brasileiro Série A;São Paulo;Cruzeiro;0:3;Juvenal Juvêncio (2006-2014);0;3;Derrota
Campeonato Brasileiro Série A;São Paulo;Internacional;0:1;Juvenal Juvêncio (2006-2014);0;1;Derrota
Campeonato Brasileiro Série A;Corinthians;São Paulo;0:0;Juvenal Juvêncio (2006-2014);0;0;Empate
J. League Cup / Copa Sudamericana Supercup;Kashima Antlers;São Paulo;3:2;Juvenal Juvêncio (2006-2014);2;3;Derrota
Campeonato Brasileiro Série A;Portuguesa;São Paulo;2:1;Juvenal Juvêncio (2006-2014);1;2;Derrota
Campeonato Brasileiro Série A;São Paulo;Atlético-PR;1:1;Juvenal Juvêncio (2006-2014);1;1;Empate
Campeonato Brasileiro Série A;Flamengo;São Paulo;0:0;Juvenal Juvêncio (2006-2014);0;0;Empate
Campeonato Brasileiro Série A;São Paulo;Fluminense;2:1;Juvenal Juvêncio (2006-2014);2;1;Vitória
Campeonato Brasileiro Série A;Botafogo;São Paulo;0:0;Juvenal Juvêncio (2006-2014);0;0;Empate
Campeonato Brasileiro Série A;Náutico;São Paulo;0:1;Juvenal Juvêncio (2006-2014);1;0;Vitória
Campeonato Brasileiro Série A;São Paulo;Criciúma;1:2;Juvenal Juvêncio (2006-2014);1;2;Derrota
Campeonato Brasileiro Série A;Coritiba;São Paulo;2:0;Juvenal Juvêncio (2006-2014);0;2;Derrota
Campeonato Brasileiro Série A;São Paulo;Ponte Preta;1:0;Juvenal Juvêncio (2006-2014);1;0;Vitória
Campeonato Brasileiro Série A;Vasco da Gama;São Paulo;0:2;Juvenal Juvêncio (2006-2014);2;0;Vitória
Campeonato Brasileiro Série A;São Paulo;Atlético-MG;1:0;Juvenal Juvêncio (2006-2014);1;0;Vitória
Campeonato Brasileiro Série A;Goiás;São Paulo;1:0;Juvenal Juvêncio (2006-2014);0;1;Derrota
Copa Sul-Americana;São Paulo;Univ. Católica;1:1;Juvenal Juvêncio (2006-2014);1;1;Empate
Campeonato Brasileiro Série A;São Paulo;Grêmio;0:1;Juvenal Juvêncio (2006-2014);0;1;Derrota
Campeonato Brasileiro Série A;Santos;São Paulo;3:0;Juvenal Juvêncio (2006-2014);0;3;Derrota
Campeonato Brasileiro Série A;São Paulo;Vitória;3:2;Juvenal Juvêncio (2006-2014);3;2;Vitória
Campeonato Brasileiro Série A;Cruzeiro;São Paulo;0:2;Juvenal Juvêncio (2006-2014);2;0;Vitória
Campeonato Brasileiro Série A;São Paulo;Corinthians;0:0;Juvenal Juvêncio (2006-2014);0;0;Empate
Campeonato Brasileiro Série A;São Paulo;Náutico;3:0;Juvenal Juvêncio (2006-2014);3;0;Vitória
Campeonato Brasileiro Série A;Bahia;São Paulo;0:1;Juvenal Juvêncio (2006-2014);1;0;Vitória
Copa Sul-Americana;Univ. Católica;São Paulo;3:4;Juvenal Juvêncio (2006-2014);4;3;Vitória
Campeonato Brasileiro Série A;Internacional;São Paulo;2:3;Juvenal Juvêncio (2006-2014);3;2;Vitória
Copa Sul-Americana;São Paulo;Atl. Nacional;3:2;Juvenal Juvêncio (2006-2014);3;2;Vitória
Campeonato Brasileiro Série A;São Paulo;Portuguesa;2:1;Juvenal Juvêncio (2006-2014);2;1;Vitória
Copa Sul-Americana;Atl. Nacional;São Paulo;0:0;Juvenal Juvêncio (2006-2014);0;0;Empate
Campeonato Brasileiro Série A;Atlético-PR;São Paulo;3:0;Juvenal Juvêncio (2006-2014);0;3;Derrota
Campeonato Brasileiro Série A;São Paulo;Flamengo;2:0;Juvenal Juvêncio (2006-2014);2;0;Vitória
Campeonato Brasileiro Série A;Fluminense;São Paulo;2:1;Juvenal Juvêncio (2006-2014);1;2;Derrota
Copa Sul-Americana;São Paulo;Ponte Preta;1:3;Juvenal Juvêncio (2006-2014);1;3;Derrota
Campeonato Brasileiro Série A;São Paulo;Botafogo;1:1;Juvenal Juvêncio (2006-2014);1;1;Empate
Copa Sul-Americana;Ponte Preta;São Paulo;1:1;Juvenal Juvêncio (2006-2014);1;1;Empate
Campeonato Brasileiro Série A;Criciúma;São Paulo;1:0;Juvenal Juvêncio (2006-2014);0;1;Derrota
Campeonato Brasileiro Série A;São Paulo;Coritiba;0:1;Juvenal Juvêncio (2006-2014);0;1;Derrota
Campeonato Paulista;Bragantino;São Paulo;2:0;Juvenal Juvêncio (2006-2014);0;2;Derrota
Campeonato Paulista;São Paulo;Mogi Mirim;4:0;Juvenal Juvêncio (2006-2014);4;0;Vitória
Campeonato Paulista;São Paulo;Oeste;2:1;Juvenal Juvêncio (2006-2014);2;1;Vitória
Campeonato Paulista;São Paulo;Rio Claro;6:3;Juvenal Juvêncio (2006-2014);6;3;Vitória
Campeonato Paulista;Palmeiras;São Paulo;2:0;Juvenal Juvêncio (2006-2014);0;2;Derrota
Campeonato Paulista;São Paulo;Paulista;2:0;Juvenal Juvêncio (2006-2014);2;0;Vitória
Campeonato Paulista;Ponte Preta;São Paulo;2:1;Juvenal Juvêncio (2006-2014);1;2;Derrota
Campeonato Paulista;São Paulo;Portuguesa;0:0;Juvenal Juvêncio (2006-2014);0;0;Empate
Campeonato Paulista;São Bernardo;São Paulo;1:1;Juvenal Juvêncio (2006-2014);1;1;Empate
Campeonato Paulista;São Paulo;Santos;0:0;Juvenal Juvêncio (2006-2014);0;0;Empate
Campeonato Paulista;XV Piracicaba;São Paulo;1:3;Juvenal Juvêncio (2006-2014);3;1;Vitória
Campeonato Paulista;São Paulo;GO Audax;4:0;Juvenal Juvêncio (2006-2014);4;0;Vitória
Campeonato Paulista;Corinthians;São Paulo;2:3;Juvenal Juvêncio (2006-2014);3;2;Vitória
Copa do Brasil;CSA;São Paulo;0:1;Juvenal Juvêncio (2006-2014);1;0;Vitória
Campeonato Paulista;São Paulo;Ituano;0:1;Juvenal Juvêncio (2006-2014);0;1;Derrota
Campeonato Paulista;Botafogo-SP;São Paulo;0:2;Juvenal Juvêncio (2006-2014);2;0;Vitória
Copa do Brasil;São Paulo;CSA;3:0;Juvenal Juvêncio (2006-2014);3;0;Vitória
