Time da casa;Time da casa.1;Time visitante;Time visitante.1;Resultado;Unnamed: 11;Unnamed: 12;REF_GESTAO
;São Paulo (6.);;Santos (14.);0:2;;;Juvenal Juvêncio (2006-2014)
;São Paulo (15.);;Bahia (4.);1:2;;;Juvenal Juvêncio (2006-2014)
;Vitória (3.);;São Paulo (9.);3:2;;;Juvenal Juvêncio (2006-2014)
Recopa Sul-Americana;Recopa Sul-Americana;Recopa Sul-Americana;Recopa Sul-Americana;Recopa Sul-Americana;Recopa Sul-Americana;Recopa Sul-Americana;Juvenal Juvêncio (2006-2014)
;Corinthians;;São Paulo;2:0;;;Juvenal Juvêncio (2006-2014)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Juvenal Juvêncio (2006-2014)
;São Paulo (13.);;Cruzeiro (4.);0:3;;;Juvenal Juvêncio (2006-2014)
;São Paulo (15.);;Internacional (9.);0:1;;;Juvenal Juvêncio (2006-2014)
;Corinthians (12.);;São Paulo (15.);0:0;;;Juvenal Juvêncio (2006-2014)
J. League Cup / Copa Sudamericana Supercup;J. League Cup / Copa Sudamericana Supercup;J. League Cup / Copa Sudamericana Supercup;J. League Cup / Copa Sudamericana Supercup;J. League Cup / Copa Sudamericana Supercup;J. League Cup / Copa Sudamericana Supercup;J. League Cup / Copa Sudamericana Supercup;Juvenal Juvêncio (2006-2014)
;Kashima Antlers;;São Paulo;3:2;;;Juvenal Juvêncio (2006-2014)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Juvenal Juvêncio (2006-2014)
;Portuguesa (20.);;São Paulo (15.);2:1;;;Juvenal Juvêncio (2006-2014)
;São Paulo (17.);;Atlético-PR (5.);1:1;;;Juvenal Juvêncio (2006-2014)
;Flamengo (16.);;São Paulo (18.);0:0;;;Juvenal Juvêncio (2006-2014)
;São Paulo (18.);;Fluminense (14.);2:1;;;Juvenal Juvêncio (2006-2014)
;Botafogo (2.);;São Paulo (16.);0:0;;;Juvenal Juvêncio (2006-2014)
;Náutico (18.);;São Paulo (17.);0:1;;;Juvenal Juvêncio (2006-2014)
;São Paulo (16.);;Criciúma (13.);1:2;;;Juvenal Juvêncio (2006-2014)
;Coritiba (9.);;São Paulo (17.);2:0;;;Juvenal Juvêncio (2006-2014)
;São Paulo (17.);;Ponte Preta (19.);1:0;;;Juvenal Juvêncio (2006-2014)
;Vasco da Gama (13.);;São Paulo (17.);0:2;;;Juvenal Juvêncio (2006-2014)
;São Paulo (15.);;Atlético-MG (6.);1:0;;;Juvenal Juvêncio (2006-2014)
;Goiás (11.);;São Paulo (14.);1:0;;;Juvenal Juvêncio (2006-2014)
Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Juvenal Juvêncio (2006-2014)
;São Paulo;;Univ. Católica;1:1;;;Juvenal Juvêncio (2006-2014)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Juvenal Juvêncio (2006-2014)
;São Paulo (14.);;Grêmio (4.);0:1;;;Juvenal Juvêncio (2006-2014)
;Santos (9.);;São Paulo (15.);3:0;;;Juvenal Juvêncio (2006-2014)
;São Paulo (17.);;Vitória (6.);3:2;;;Juvenal Juvêncio (2006-2014)
;Cruzeiro (1.);;São Paulo (16.);0:2;;;Juvenal Juvêncio (2006-2014)
;São Paulo (15.);;Corinthians (11.);0:0;;;Juvenal Juvêncio (2006-2014)
;São Paulo (13.);;Náutico (20.);3:0;;;Juvenal Juvêncio (2006-2014)
;Bahia (13.);;São Paulo (10.);0:1;;;Juvenal Juvêncio (2006-2014)
Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Juvenal Juvêncio (2006-2014)
;Univ. Católica;;São Paulo;3:4;;;Juvenal Juvêncio (2006-2014)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Juvenal Juvêncio (2006-2014)
;Internacional (9.);;São Paulo (10.);2:3;;;Juvenal Juvêncio (2006-2014)
Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Juvenal Juvêncio (2006-2014)
;São Paulo;;Atl. Nacional;3:2;;;Juvenal Juvêncio (2006-2014)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Juvenal Juvêncio (2006-2014)
;São Paulo (9.);;Portuguesa (16.);2:1;;;Juvenal Juvêncio (2006-2014)
Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Juvenal Juvêncio (2006-2014)
;Atl. Nacional;;São Paulo;0:0;;;Juvenal Juvêncio (2006-2014)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Juvenal Juvêncio (2006-2014)
;Atlético-PR (2.);;São Paulo (8.);3:0;;;Juvenal Juvêncio (2006-2014)
;São Paulo (8.);;Flamengo (12.);2:0;;;Juvenal Juvêncio (2006-2014)
;Fluminense (15.);;São Paulo (8.);2:1;;;Juvenal Juvêncio (2006-2014)
Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Juvenal Juvêncio (2006-2014)
;São Paulo;;Ponte Preta;1:3;;;Juvenal Juvêncio (2006-2014)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Juvenal Juvêncio (2006-2014)
;São Paulo (8.);;Botafogo (5.);1:1;;;Juvenal Juvêncio (2006-2014)
Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Juvenal Juvêncio (2006-2014)
;Ponte Preta;;São Paulo;1:1;;;Juvenal Juvêncio (2006-2014)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Juvenal Juvêncio (2006-2014)
;Criciúma (14.);;São Paulo (9.);1:0;;;Juvenal Juvêncio (2006-2014)
;São Paulo (9.);;Coritiba (14.);0:1;;;Juvenal Juvêncio (2006-2014)
Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Juvenal Juvêncio (2006-2014)
;Bragantino;;São Paulo;2:0;;;Juvenal Juvêncio (2006-2014)
;São Paulo;;Mogi Mirim;4:0;;;Juvenal Juvêncio (2006-2014)
;São Paulo;;Oeste;2:1;;;Juvenal Juvêncio (2006-2014)
;São Paulo;;Rio Claro;6:3;;;Juvenal Juvêncio (2006-2014)
;Palmeiras;;São Paulo;2:0;;;Juvenal Juvêncio (2006-2014)
;São Paulo;;Paulista;2:0;;;Juvenal Juvêncio (2006-2014)
;Ponte Preta;;São Paulo;2:1;;;Juvenal Juvêncio (2006-2014)
;São Paulo;;Portuguesa;0:0;;;Juvenal Juvêncio (2006-2014)
;São Bernardo;;São Paulo;1:1;;;Juvenal Juvêncio (2006-2014)
;São Paulo;;Santos;0:0;;;Juvenal Juvêncio (2006-2014)
;XV Piracicaba;;São Paulo;1:3;;;Juvenal Juvêncio (2006-2014)
;São Paulo;;GO Audax;4:0;;;Juvenal Juvêncio (2006-2014)
;Corinthians;;São Paulo;2:3;;;Juvenal Juvêncio (2006-2014)
Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Juvenal Juvêncio (2006-2014)
;CSA;;São Paulo;0:1;;;Juvenal Juvêncio (2006-2014)
Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Juvenal Juvêncio (2006-2014)
;São Paulo;;Ituano;0:1;;;Juvenal Juvêncio (2006-2014)
;Botafogo-SP;;São Paulo;0:2;;;Juvenal Juvêncio (2006-2014)
Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Juvenal Juvêncio (2006-2014)
;São Paulo;;Penapolense;4:5 pen.;;;Juvenal Juvêncio (2006-2014)
Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Juvenal Juvêncio (2006-2014)
;São Paulo;;CSA;3:0;;;Juvenal Juvêncio (2006-2014)
